date,month,day,cf,income_item,expense_item,dedu_item,content,amount,payment_type,user,group,entry_date,update_date
2023/03/04,3,4,支出,,娯楽費,,Netflix,1490,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/04,2023/03/04
2023/03/03,3,3,支出,,教養費,,Suica,5000,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/03/03,2023/03/03
2023/03/03,3,3,支出,,職業費,,イアの服,3280,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/03/03,2023/03/03
2023/03/03,3,3,支出,,副食物費,,マイバスケット,554,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/03,2023/03/03
2023/03/03,3,3,支出,,副食物費,,ゲートカフェ,750,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/03,2023/03/03
2023/03/03,3,3,支出,,副食物費,,東急,416,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/03,2023/03/03
2023/03/03,3,3,支出,,娯楽費,,Stand,3181,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/03,2023/03/03
2023/03/03,3,3,支出,,娯楽費,,Amazon Prime会員会費,4900,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/03,2023/03/03
2023/03/02,3,2,支出,,副食物費,,マイバスケット,813,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/02,2023/03/02
2023/03/01,3,1,支出,,特別費,,お土産,1080,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/03/01,2023/03/01
2023/03/01,3,1,支出,,特別費,,副食,373,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/03/01,2023/03/01
2023/03/01,3,1,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/01,2023/03/01
2023/03/01,3,1,支出,,職業費,,Atok,330,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/01,2023/03/01
2023/03/01,3,1,支出,,娯楽費,,kindle unlimited,980,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/03/01,2023/03/01
2023/02/28,2,28,支出,,教養費,,アメリカワークショップ　ダイソー,550,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/28,2023/02/28
2023/02/28,2,28,支出,,教養費,,大豆ワークショップ　ダイソー,550,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/28,2023/02/28
2023/02/28,2,28,支出,,娯楽費,,Netflix,1490,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/28,2023/02/28
2023/02/28,2,28,支出,,通信費,,IIJ,412,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/28,2023/02/28
2023/02/27,2,27,支出,,特別費,,お土産,678,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/27,2023/02/27
2023/02/27,2,27,支出,,副食物費,,副食イオン,623,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/27,2023/02/27
2023/02/27,2,27,支出,,教養費,,オーディブル,1500,楽天 - JCB 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/27,2023/02/27
2023/02/27,2,27,支出,,副食物費,,生協3-1,3939,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/27,2023/02/27
2023/02/27,2,27,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/27,2023/02/27
2023/02/27,2,27,貯蓄,,,,ソニー生命,22781,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/27,2023/02/27
2023/02/27,2,27,支出,,保険・衛生費,,アフラック,4040,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/27,2023/02/27
2023/02/26,2,26,支出,,特別費,,アメリカ旅行用品　無印,2270,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/26,2023/02/26
2023/02/26,2,26,支出,,副食物費,,コロッケ,515,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/26,2023/02/26
2023/02/25,2,25,支出,,保険・衛生費,,漢方お昼,301,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,保険・衛生費,,漢方お昼　おにぎり,850,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,保険・衛生費,,漢方薬,23100,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,収入,給与,,,知子,591558,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,控除,,,健康保険料,,19352,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,控除,,,介護保険,,5605,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,控除,,,厚生年金保険料,知子,53985,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,控除,,,雇用保険,知子,2957,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,控除,,,所得税,知子,16970,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,控除,,,その他控除,マッチング拠出,25320,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,特別費,,団体生命保険,3130,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,特別費,,自動車保険,2870,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,特別費,,セーフティ保険,7090,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,教養費,,バイオリン　下倉バイオリン工房,6135,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,車関連費,,駐車場,800,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,車関連費,,駐車場,300,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,副食物費,,サンマルクカフェ,810,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,車関連費,,ガソリン,8162,Tカード-Aplus,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/25,2,25,支出,,主食費2,,はる果とランチ,4400,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/25,2023/02/25
2023/02/24,2,24,収入,給与,,,2023-2,516300,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/24,2023/02/24
2023/02/24,2,24,控除,,,健康保険料,2023-2,26102,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/24,2023/02/24
2023/02/24,2,24,控除,,,介護保険,2023-2,4373,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/24,2023/02/24
2023/02/24,2,24,控除,,,厚生年金保険料,2023-2,48495,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/24,2023/02/24
2023/02/24,2,24,控除,,,雇用保険,2023-2,2581,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/24,2023/02/24
2023/02/24,2,24,控除,,,住民税,2023-2,27300,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/24,2023/02/24
2023/02/24,2,24,控除,,,所得税,2023-2,19390,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/24,2023/02/24
2023/02/24,2,24,支出,,職業費,,エアタグ,7792,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/24,2023/02/24
2023/02/23,2,23,支出,,副食物費,,イオン,349,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/23,2023/02/23
2023/02/22,2,22,支出,,教育費,,はる果合宿、部費、定期,81900,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/22,2023/02/22
2023/02/22,2,22,支出,,副食物費,,マイバスケット,106,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/22,2023/02/22
2023/02/22,2,22,支出,,副食物費,,イオン,2602,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/22,2023/02/22
2023/02/21,2,21,支出,,副食物費,,マイバスケット,276,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/21,2023/02/21
2023/02/21,2,21,支出,,副食物費,,マイバスケット,106,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/21,2023/02/21
2023/02/21,2,21,支出,,主食費2,,お昼,800,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/21,2023/02/21
2023/02/20,2,20,支出,,副食物費,,マイバスケット,448,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/20,2023/02/20
2023/02/20,2,20,支出,,主食費2,,おにぎり,294,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/20,2023/02/20
2023/02/20,2,20,支出,,副食物費,,東急,1192,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/20,2023/02/20
2023/02/20,2,20,支出,,副食物費,,生協2-4,7115,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/20,2023/02/20
2023/02/19,2,19,支出,,副食物費,,河野牛豚肉店,4524,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/19,2023/02/19
2023/02/19,2,19,支出,,副食物費,,カルディ,1838,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/19,2023/02/19
2023/02/19,2,19,支出,,副食物費,,イオン,2181,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/19,2023/02/19
2023/02/19,2,19,支出,,職業費,,iCloud,1680,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/19,2023/02/19
2023/02/19,2,19,支出,,副食物費,,無印,1660,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/19,2023/02/19
2023/02/18,2,18,支出,,副食物費,,イオン,2077,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/18,2023/02/18
2023/02/18,2,18,支出,,副食物費,,ローソン　たまご,285,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/18,2023/02/18
2023/02/18,2,18,支出,,車関連費,,車検,199800,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/18,2023/02/18
2023/02/18,2,18,支出,,車関連費,,車検,78600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/18,2023/02/18
2023/02/18,2,18,支出,,車関連費,,ETC,1600,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/18,2023/02/18
2023/02/17,2,17,支出,,教養費,,Suica,5000,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/17,2023/02/17
2023/02/17,2,17,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/17,2023/02/17
2023/02/17,2,17,支出,,車関連費,,ETC,2910,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/17,2023/02/17
2023/02/16,2,16,支出,,副食物費,,ローソン,298,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/16,2023/02/16
2023/02/16,2,16,支出,,副食物費,,東急,2273,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/16,2023/02/16
2023/02/16,2,16,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/16,2023/02/16
2023/02/16,2,16,支出,,職業費,,オフィス,990,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/16,2023/02/16
2023/02/15,2,15,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/15,2023/02/15
2023/02/14,2,14,支出,,特別費,,お土産,1109,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/14,2023/02/14
2023/02/14,2,14,支出,,副食物費,,業務,1092,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/14,2023/02/14
2023/02/14,2,14,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/14,2023/02/14
2023/02/13,2,13,支出,,保険・衛生費,,病院,3120,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,保険・衛生費,,薬,2980,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,副食物費,,生協2-3,6013,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,調味料,,生協2-3,311,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,住宅・家具費,,生協2-3,502,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,副食物費,,スギ薬局,4362,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,副食物費,,マイバスケット,554,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,通信費,,docomo,3016,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,通信費,,KDDI,5942,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,通信費,,楽天モバイル,2202,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/13,2,13,支出,,職業費,,Apple,1300,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/13,2023/02/13
2023/02/12,2,12,支出,,教養費,,Suica,2000,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/12,2023/02/12
2023/02/12,2,12,支出,,教育費,,シノノメランチ,1150,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/12,2023/02/12
2023/02/12,2,12,支出,,副食物費,,イオン,1961,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/12,2023/02/12
2023/02/12,2,12,支出,,調味料,,カルディ　シークアーサー,1994,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/12,2023/02/12
2023/02/11,2,11,支出,,特別費,,カナールお土産　商品券残り,510,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/11,2023/02/11
2023/02/11,2,11,支出,,副食物費,,角上魚類,8956,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/11,2023/02/11
2023/02/11,2,11,支出,,光熱費,,灯油　18L,1818,Tカード-Aplus,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/11,2023/02/11
2023/02/11,2,11,支出,,光熱費,,灯油　18L,1818,Tカード-Aplus,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/11,2023/02/11
2023/02/11,2,11,支出,,光熱費,,灯油　20L,2040,Tカード-Aplus,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/11,2023/02/11
2023/02/10,2,10,支出,,主食費2,,ファミマ,596,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/10,2023/02/10
2023/02/10,2,10,支出,,住宅・家具費,,"電気ガス
au pay",19568,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/10,2023/02/10
2023/02/09,2,9,支出,,教養費,,カウンター、手袋などダイゾー,220,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/09,2023/02/09
2023/02/09,2,9,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/09,2023/02/09
2023/02/08,2,8,支出,,副食物費,,蒟蒻ばたけ2,280,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/08,2023/02/08
2023/02/08,2,8,支出,,保険・衛生費,,湘南,1874,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/08,2023/02/08
2023/02/08,2,8,支出,,特別費,,さし入れグミ,1601,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/08,2023/02/08
2023/02/08,2,8,支出,,調味料,,コーヒー,767,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/08,2023/02/08
2023/02/08,2,8,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/08,2023/02/08
2023/02/07,2,7,支出,,保険・衛生費,,漢方,23683,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/07,2023/02/07
2023/02/07,2,7,支出,,副食物費,,もり、秘伝豆2個含む,1055,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/07,2023/02/07
2023/02/07,2,7,支出,,保険・衛生費,,マスカラ2本、商品券残りとして,278,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/07,2023/02/07
2023/02/07,2,7,支出,,調味料,,業務,2016,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/07,2023/02/07
2023/02/07,2,7,支出,,副食物費,,業務,1155,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/07,2023/02/07
2023/02/07,2,7,支出,,副食物費,,マイバスケット,554,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/07,2023/02/07
2023/02/06,2,6,支出,,教育費,,ゆめ実授業料,145100,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/06,2023/02/06
2023/02/06,2,6,支出,,住宅・家具費,,生協2-2,846,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/06,2023/02/06
2023/02/06,2,6,支出,,調味料,,生協2-2,788,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/06,2023/02/06
2023/02/06,2,6,支出,,副食物費,,生協2-2,4059,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/06,2023/02/06
2023/02/05,2,5,支出,,副食物費,,納豆、炒り豆、ポン煎餅,4540,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/05,2023/02/05
2023/02/05,2,5,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/05,2023/02/05
2023/02/05,2,5,支出,,通信費,,BB Excite,2640,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/05,2023/02/05
2023/02/04,2,4,支出,,特別費,,だいそー、アメリカ用,976,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/04,2023/02/04
2023/02/04,2,4,支出,,教養費,,布糸、ドリーム,1318,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/04,2023/02/04
2023/02/04,2,4,支出,,副食物費,,イオン,2520,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/04,2023/02/04
2023/02/04,2,4,支出,,副食物費,,イオン,1265,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/04,2023/02/04
2023/02/04,2,4,支出,,職業費,,ビックカメラ,7639,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/04,2023/02/04
2023/02/04,2,4,支出,,職業費,,アップル,5300,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/04,2023/02/04
2023/02/03,2,3,支出,,副食物費,,マイバスケット,318,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/03,2023/02/03
2023/02/02,2,2,支出,,副食物費,,イオン,2199,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/02/02,2023/02/02
2023/02/02,2,2,支出,,副食物費,,おにぎり,332,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/02,2023/02/02
2023/02/02,2,2,支出,,副食物費,,マイバスケット,106,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/02,2023/02/02
2023/02/01,2,1,支出,,副食物費,,マルマンストア,1408,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/01,2023/02/01
2023/02/01,2,1,支出,,副食物費,,マイバスケット,383,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/01,2023/02/01
2023/02/01,2,1,支出,,主食費2,,Penny’s diner,2094,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/01,2023/02/01
2023/02/01,2,1,支出,,職業費,,Arok,330,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/02/01,2023/02/01
2023/01/31,1,31,支出,,副食物費,,モリ,426,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/31,2023/01/31
2023/01/31,1,31,支出,,調味料,,料理酒,283,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/31,2023/01/31
2023/01/31,1,31,支出,,副食物費,,業務,1845,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/31,2023/01/31
2023/01/31,1,31,支出,,保険・衛生費,,知子眼科,2720,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/31,2023/01/31
2023/01/31,1,31,支出,,保険・衛生費,,知子眼科目薬,1570,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/31,2023/01/31
2023/01/31,1,31,支出,,通信費,,IIJ,478,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/31,2023/01/31
2023/01/30,1,30,支出,,副食物費,,マイバスケット,105,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/30,2023/01/30
2023/01/30,1,30,支出,,副食物費,,お弁当,294,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/30,2023/01/30
2023/01/30,1,30,支出,,副食物費,,生協2-1,4677,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/30,2023/01/30
2023/01/30,1,30,支出,,衣服費,,生協2-1,2178,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/30,2023/01/30
2023/01/29,1,29,支出,,交際費,,オガタコーヒー2人,1400,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/29,2023/01/29
2023/01/29,1,29,支出,,副食物費,,コロッケ,525,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/29,2023/01/29
2023/01/29,1,29,支出,,副食物費,,イオン,832,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/29,2023/01/29
2023/01/28,1,28,支出,,副食物費,,モリ,734,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/28,2023/01/28
2023/01/28,1,28,支出,,副食物費,,業務,926,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/28,2023/01/28
2023/01/28,1,28,支出,,娯楽費,,Netflix,1490,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/28,2023/01/28
2023/01/27,1,27,支出,,教養費,,オーディブル,1500,楽天 - JCB 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/27,2023/01/27
2023/01/27,1,27,支出,,副食物費,,マイバスケット,383,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/27,2023/01/27
2023/01/27,1,27,支出,,副食物費,,お弁当,800,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/27,2023/01/27
2023/01/27,1,27,支出,,保険・衛生費,,アフラック,4040,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/27,2023/01/27
2023/01/27,1,27,貯蓄,,,,ソニー生命,22781,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/27,2023/01/27
2023/01/26,1,26,支出,,副食物費,,イオン,3175,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2023/01/26,2023/01/26
2023/01/25,1,25,収入,給与,,,知子,591558,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/25,2023/01/25
2023/01/25,1,25,控除,,,健康保険料,,19352,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/25,2023/01/25
2023/01/25,1,25,控除,,,介護保険,,5605,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/25,2023/01/25
2023/01/25,1,25,控除,,,厚生年金保険料,知子,53985,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/25,2023/01/25
2023/01/25,1,25,控除,,,雇用保険,知子,2957,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2023/01/25,2023/01/25
